,artist,track,album,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_min,stream,ln_stream
17,6ix9ine,10,4,0.7134,0.7204999999999999,3.5,-5.0939000000000005,0.21366000000000002,0.16531999999999997,0.0,0.16158,0.4643999999999999,127.95610000000002,2.6846083333333333,348521925.2,19.669211699241863
18,A Boogie Wit da Hoodie,9,7,0.7517777777777778,0.6741111111111111,5.111111111111111,-6.001222222222222,0.16,0.26216666666666666,0.0,0.1336888888888889,0.6718888888888889,119.32322222222223,3.018022222222222,337557692.8888889,19.63724699556096
19,A Day To Remember,10,5,0.4492,0.9059999999999999,5.5,-4.6395,0.09197,0.011810049999999999,3.843e-06,0.28352000000000005,0.5091,146.4854,3.5342699999999994,102419062.0,18.444583405589235
20,A Tribe Called Quest,9,5,0.8477777777777776,0.5367777777777777,6.777777777777778,-10.82,0.29911111111111116,0.18448666666666666,0.03170028666666666,0.21,0.6734444444444445,96.24288888888888,3.8105685185185183,68766118.0,18.046221710669705
21,A$AP Ferg,10,7,0.7598,0.7297,5.7,-4.9491,0.19640000000000002,0.08836,0.01540626,0.24149999999999996,0.38630000000000003,123.96829999999997,3.4480516666666667,199247025.2,19.11005594553569
22,A$AP Rocky,10,9,0.6612000000000001,0.5698,4.6,-8.8447,0.15835000000000002,0.280176,0.141760368,0.16632000000000002,0.49432,123.0551,3.508936666666667,330608491.6,19.616445428441782
23,A.R. Rahman,8,8,0.70175,0.59,4.75,-8.787999999999998,0.097975,0.385,3.417875e-05,0.09986249999999999,0.61275,133.80625,4.418064583333333,61958742.375,17.941979275937676
24,ABBA,10,6,0.6285000000000001,0.7350000000000001,6.2,-7.305,0.03491,0.3636,0.001527925,0.27918,0.7221,120.78599999999999,4.2640433333333325,334736160.6,19.628853199186533
25,AC/DC,10,6,0.5189,0.8505999999999998,5.7,-4.7232,0.10189,0.058157400000000005,0.0185001,0.20840999999999998,0.5154,132.9181,4.343333333333333,594140589.7,20.20262653231855
26,AJR,9,6,0.6155555555555555,0.6201111111111112,5.222222222222222,-6.360666666666666,0.07019999999999998,0.1105277777777778,3.7455555555555558e-06,0.22805555555555557,0.6114444444444445,126.41699999999999,3.2177407407407412,182883220.0,19.024358365029872
27,AP Dhillon,10,7,0.8071999999999999,0.5522,4.1,-8.060300000000002,0.09801000000000001,0.17101000000000002,0.017400163000000003,0.10007000000000002,0.5128999999999999,114.84700000000001,3.024856666666666,111034550.7,18.525351978410477
28,ARASHI,10,9,0.5839000000000001,0.8614,4.5,-4.0027,0.06412000000000001,0.137699,3.3043e-05,0.31645,0.7051000000000001,132.5695,4.415641666666666,18684878.1,16.743225096930747
29,ATB,8,7,0.692,0.8877499999999999,8.375,-5.89625,0.0556875,0.14310625,0.46631266,0.15656250000000002,0.5902499999999999,130.584,3.9499291666666667,96033062.125,18.380203087276445
30,ATEEZ,10,9,0.6053000000000001,0.8949999999999999,4.9,-3.7154,0.07586999999999999,0.0632032,6.1129e-05,0.21119000000000004,0.5331,130.4767,3.4850266666666663,53363049.1,17.79262909999307
31,AURORA,6,5,0.4583333333333333,0.3715,6.5,-10.515333333333334,0.04488333333333334,0.41756666666666664,0.03580448333333334,0.11586666666666667,0.22741666666666668,128.99749999999997,3.500152777777778,131714326.0,18.696145938322342
32,AYLIVA,10,3,0.6306,0.545,5.9,-7.5021,0.06396,0.32428,8.028999999999999e-05,0.15141,0.21756000000000003,118.8791,2.546495,22010780.4,16.907042909484705
33,Aaliyah,10,4,0.7170000000000001,0.5711,7.1,-6.830500000000001,0.07891000000000001,0.26700999999999997,0.012869049999999998,0.14483,0.6028,100.2499,4.4038683333333335,44989273.0,17.621934641540317
34,Aaron Smith,5,5,0.7123999999999999,0.7054,4.4,-6.323,0.05122,0.035137,0.15269275399999999,0.2326,0.5008000000000001,130.2054,3.388726666666666,140908783.8,18.763623315592948
35,Abel Pintos,10,7,0.5861000000000001,0.587,3.7,-6.7009,0.03325,0.25975000000000004,4.7299999999999996e-07,0.2085,0.4843,123.17099999999998,3.778608333333333,48266198.6,17.692242051686947
36,Abhijeet,7,6,0.6474285714285715,0.724857142857143,4.0,-8.064285714285715,0.05419999999999999,0.3009714285714286,0.0009227285714285714,0.16641428571428568,0.787,111.71457142857142,5.042814285714286,12153177.857142856,16.31310124558028
37,Academy of St. Martin in the Fields,2,2,0.4925,0.2955,8.5,-16.285999999999998,0.03715,0.931,0.46333,0.13984999999999997,0.7989999999999999,104.06049999999999,2.394775,3700648.5,15.124018632526683
